,Tweets,CleanTweets,Polarity,Subjectivity,Segmentation
0,"THROWBACK:

When Cristiano Ronaldo ended Ashley Cole’s career. 

Literally split him up. ",THROWBACK: When Cristiano Ronaldo ended Ashley Cole’s career. Literally split up.,0.0,0.0,neutral
1,If Marseille reject Ronaldo unless your man text Gareth Bale make he teach him  how to play golf so say he go channel his energy go there.,If Marseille reject Ronaldo unless man text Gareth Bale make teach play golf say go channel energy go there.,0.0,0.0,neutral
2,"Uefa wants to make barca's life miserable by putting them in Group C against bayern and inter.Lukaku's Inter will surely join Ronaldo's Man United in 
Europa.
Real Madrid in the final again to win de Ucl Cup Done,Group F de3 easy qualification to the final.
#ChampionsLeaguedraw","Uefa wants make barca's life miserable putting Group C bayern inter.Lukaku's Inter surely join Ronaldo's Man United Europa. Real Madrid final win de Ucl Cup Done,Group F de3 easy qualification final.",0.14166666666666666,0.6902777777777778,positive
3,"""THE ONLY WAY YOU DON'T PICK RONALDO IS IF HE'S BEING SOLD NEXT WEEK!""
@markgoldbridge
 thinks that Ronaldo needs to return to the #mufc starting XI at the weekend

Do you agree? 

 https://youtube.com/watch?v=EOvHPc70b-A…","""THE ONLY WAY YOU DON'T PICK RONALDO IS IF HE'S BEING SOLD NEXT WEEK!"" thinks Ronaldo needs return ? https://youtube.com/watch?v=EOvHPc70b-A…",0.0,0.5,neutral
4," Michael Ballack on Virgil van Dijk: 

“Virgil Van Dijk is very lucky to play in an era where there is no Drogba, Lampard, Alan Shearer, Henry, Rooney, Van Persie, Tevez, Adebayor and Diego Costa in the Premier League. No wonder they think he is the best defender in the League”","Michael Ballack Virgil van Dijk: “Virgil Van Dijk lucky play era Drogba, Lampard, Alan Shearer, Henry, Rooney, Van Persie, Tevez, Adebayor Diego Costa Premier League. No wonder think best defender League”",0.6666666666666666,0.5666666666666667,positive
5,"Congratulations BR football. Excellent professionalism  you can’t tell me that there isn’t an agenda against Ronaldo. Media and pundits have always been against Ronaldo since the very beginning. Unreal hatred and mockery. 

Good troll but unexpected from a professional page.",Congratulations BR football. Excellent professionalism can’t tell isn’t agenda Ronaldo. Media pundits always Ronaldo since beginning. Unreal hatred mockery. Good troll unexpected professional page.,0.47500000000000003,0.675,positive
6,Ronaldo's Sister at it again.,Ronaldo's Sister again.,0.0,0.0,neutral
7,"Cristiano Ronaldo is urged to join Marseille by Djibril Cisse, with French giants already 'carrying out a study to judge the finances of signing him'","Cristiano Ronaldo urged join Marseille Djibril Cisse, French giants already 'carrying study judge finances signing him'",0.0,0.0,neutral
8,"If Luuk De Jong manages to take PSV to the champions league tonight, it will be greater than anything Cristiano Ronaldo has ever done for Manchester United since his return.","If Luuk De Jong manages take PSV champions league tonight, greater anything Cristiano Ronaldo ever done Manchester United since return.",0.5,0.5,positive
9,Imagine Cristiano Ronaldo joining Sporting Lisbon only to place 3rd in their group and get eliminated from Europa league by Manchester United ,Imagine Cristiano Ronaldo joining Sporting Lisbon place 3rd group get eliminated Europa league Manchester United,0.0,0.0,neutral
10," Fabrizio Romano 

Man United still insist that Cristiano Ronaldo is not for sale.",Fabrizio Romano Man United still insist Cristiano Ronaldo sale.,0.0,0.0,neutral
11,"Owen's greatest Premier League XI:

Schmeichel; Neville, Ferdinand, Terry, Cole; Gerrard, Vieira, Scholes; Ronaldo, Shearer, Henry.

Bench: Yaya Toure, Rooney, De Bruyne

Owen on Ronaldo:

""I had to get Ronaldo in, He’s one of the greatest players ever. Full stop.""

[MEN]","Owen's greatest Premier League XI: Schmeichel; Neville, Ferdinand, Terry, Cole; Gerrard, Vieira, Scholes; Ronaldo, Shearer, Henry. Bench: Yaya Toure, Rooney, De Bruyne Owen Ronaldo: ""I get Ronaldo in, He’s one greatest players ever. Full stop."" [MEN]",0.7833333333333333,0.85,positive
12,"The best forward you've met in your career?

Kroos:

“Cristiano Ronaldo.""

(
@diarioas
)","The best forward met career? Kroos: “Cristiano Ronaldo."" ( )",1.0,0.3,positive
13,"Cristiano Ronaldo in his First 6 League Seasons at Real Madrid. 

Games 192
G/A 290

Absolutely Crazy ",Cristiano Ronaldo First 6 League Seasons Real Madrid. Games 192 G/A 290 Absolutely Crazy,-0.04999999999999999,0.5111111111111111,negative
14,Tiktok the only place Ronaldo and Messi can go live together ,Tiktok place Ronaldo Messi go live together,0.13636363636363635,0.5,positive
15,"Even we the Messi fans will miss Ronaldo in the champions league, he’s the one person that has been able to put up a challenge with the Leo Messi","Even Messi fans miss Ronaldo champions league, he’s one person able put challenge Leo Messi",0.5,0.625,positive
16," Casemiro on Varane and Ronaldo:

“Looking back at his time at Real Madrid, I think we spent seven years together, so it's an honour to play once again with these players but not just these guys.” #mufc #mujournal 

[MU]","Casemiro Varane Ronaldo: “Looking back time Real Madrid, I think spent seven years together, honour play players guys.” [MU]",0.03333333333333333,0.13333333333333333,positive
17, The END of CRISTIANO RONALDO? Join The Debate: https://buff.ly/3dOZbcZ,The END CRISTIANO RONALDO? Join The Debate: https://buff.ly/3dOZbcZ,0.0,0.0,neutral
18,It's so disrespectful when people do this,It's disrespectful people,0.0,0.0,neutral
19,"@Cristiano
 absolutely blanking 
@Carra23
 there 
Had you doing a 360 like the old days ",absolutely blanking Had 360 like old days,0.15000000000000002,0.55,positive
20,"""I'M STARTING TO THINK HE'LL GO..."" 
@markgoldbridge
, on the reports that Ronaldo could return to Sporting, wouldn't be shocked if he goes back now. Do you think he'll go to Portugal? 

Join  http://buff.ly/3ThJ8EL","""I'M STARTING TO THINK HE'LL GO..."" , reports Ronaldo could return Sporting, shocked goes back now. Do think he'll go Portugal? Join http://buff.ly/3ThJ8EL",-0.2333333333333333,0.3,negative
21,Three peat Ronaldo ,Three peat Ronaldo,0.0,0.0,neutral
22,Henry still mad he got silenced by 19 ye old Ronaldo lol he has never respected him since and all the other players who disrespect Ronaldo have also been victims of Ronaldo success against them,Henry still mad got silenced 19 ye old Ronaldo lol never respected since players disrespect Ronaldo also victims Ronaldo success,0.14375,0.475,positive
23," Cristiano Ronaldo to Sporting isn’t nearly done, and it's highly unlikely that Cristiano will join the Sporting Lisbon. 

(
@JonathanShrager
)","Cristiano Ronaldo Sporting isn’t nearly done, highly unlikely Cristiano join Sporting Lisbon. ( )",-0.2,0.45,negative
24,"Unbeatable records:

- Lewandowski: 5 goals in 9 mins

- Messi: 91 goal in one year 

- Ronaldo: rejected by 9 clubs in a single transfer window.",Unbeatable records: - Lewandowski: 5 goals 9 mins - Messi: 91 goal one year - Ronaldo: rejected 9 clubs single transfer window.,-0.07142857142857142,0.21428571428571427,negative
25,"Ronaldo told Benzema all the tips of success and today he is the Best Player in Europe 

Messi told Suarez all his tips and today he is back in Uruguay.",Ronaldo told Benzema tips success today Best Player Europe Messi told Suarez tips today back Uruguay.,0.43333333333333335,0.09999999999999999,positive
26,"Gigi Buffon is a class act. 

Just listen to him talking about THAT Cristiano Ronaldo overhead kick. 

 
@ESPNFC",Gigi Buffon class act. Just listen talking THAT Cristiano Ronaldo overhead kick.,0.0,0.0,neutral
27," Benfica are the ONLY team in club football that have played against both Messi and Ronaldo and never let them score!

Messi 2 games, 0G + 2A
Ronaldo 5 games, 0G + 2A

Messi will have the opportunity to end this unique stat this season.","Benfica ONLY team club football played Messi Ronaldo never let score! Messi 2 games, 0G + 2A Ronaldo 5 games, 0G + 2A Messi opportunity end unique stat season.",0.1875,1.0,positive
28,Ronaldo after the ucl draw,Ronaldo ucl draw,0.0,0.0,neutral
29,No way Messi was scared of Ronaldo owning in the French league that he forced OM to reject him ,No way Messi scared Ronaldo owning French league forced OM reject,-0.15000000000000002,0.1,negative
30,"Whatever Ronaldo is going to speak about in a few weeks, I hope it's not about retirement 

#GlazersOut #GlazersOutNOW #GlazersSellNow #GlazersMUSTGo","Whatever Ronaldo going speak weeks, I hope retirement",0.0,0.0,neutral
31,"Another journalist's name, in Ronaldo's notebook.","Another journalist's name, Ronaldo's notebook.",0.0,0.0,neutral
32," Even though Cristiano Ronaldo wants to leave Man Utd, genuine suitors are slim. The only firm bid has come from a Saudi Arabian club offering many millions.  

Ten Hag still wants an attacker in regardless, and probably two if Ronaldo leaves. 

(Source: 
@lauriewhitwell
)","Even though Cristiano Ronaldo wants leave Man Utd, genuine suitors slim. The firm bid come Saudi Arabian club offering many millions. Ten Hag still wants attacker regardless, probably two Ronaldo leaves. (Source: )",0.2285714285714286,0.37142857142857144,positive
33,Ronaldo's reaction to Sancho's goal against Liverpool. Legend ,Ronaldo's reaction Sancho's goal Liverpool. Legend,0.0,0.0,neutral
34,“Ronaldo is the problem” they say,“Ronaldo problem” say,0.0,0.0,neutral
35,Cristiano Ronaldo after the 2014 World Cup he was mentally disturbed and that physical injury made it worse..,Cristiano Ronaldo 2014 World Cup mentally disturbed physical injury made worse..,-0.16666666666666666,0.3142857142857143,negative
36,As Karim Mustapha Benzema has won the UEFA mens award it means he has better legacy than Ronaldo and Messi right?,As Karim Mustapha Benzema UEFA mens award means better legacy Ronaldo Messi right?,0.39285714285714285,0.5178571428571428,positive
37,"Marseille President Pablo Longoria:

The rumors of Cristiano Ronaldo are false, the world of social media is full of fake news, it is like saying that De Bruyne or Haaland is a target for Marseille.","Marseille President Pablo Longoria: The rumors Cristiano Ronaldo false, world social media full fake news, like saying De Bruyne Haaland target Marseille.",-0.1291666666666667,0.5541666666666667,negative
38,"Nothing, just a ""toxic"" Cristiano Ronaldo encouraging his teammates before an important match, he knew he won't start.","Nothing, ""toxic"" Cristiano Ronaldo encouraging teammates important match, knew start.",0.4,1.0,positive
39," Talk of the Devils 

Full podcast now up for your ears.

A year of Ronaldo, arrival of Casemiro + what comes next after Liverpool (fixing broken Fanta machine in OT press room to start )

#MUFC
@ianirvingtv
@AndyMitten
@Ankaman616","Talk Devils Full podcast ears. A year Ronaldo, arrival Casemiro + comes next Liverpool (fixing broken Fanta machine OT press room start )",-0.01666666666666668,0.3166666666666667,negative
40,The day Cristiano Ronaldo retires will be the saddest day in football,The day Cristiano Ronaldo retires saddest day football,0.0,0.0,neutral
41,"Abeg I missed the draw. 

Who Man United and Ronaldo dey play for Champions League abeg?",Abeg I missed draw. Who Man United Ronaldo dey play Champions League abeg?,0.0,0.0,neutral
42,Ronaldo got 11 goals vs Tottenham,Ronaldo got 11 goals vs Tottenham,0.0,0.0,neutral
43,| Casemiro was straight away put into a group of 3 with Varane and Ronaldo in training. #MUFC,| Casemiro straight away put group 3 Varane Ronaldo training.,0.2,0.4,positive
44," Cristiano Ronaldo is still in limbo over his future at Man Utd

 Marseille look set to become the latest team to snub him",Cristiano Ronaldo still limbo future Man Utd Marseille look set become latest team snub,0.25,0.5125,positive
45,Ross Wilson making enquiries about Ronaldo last night,Ross Wilson making enquiries Ronaldo last night,0.0,0.06666666666666667,neutral
46,What UCL group Ronaldo get? How come I don’t see his name?,What UCL group Ronaldo get? How come I don’t see name?,0.0,0.0,neutral
47,"Olympique Marseille are currently not in negotiations to sign Cristiano Ronaldo. Pablo Longoria, disappointed with the rumours as OM are trying to build completely different project.  #OM 

More on OM position on Ronaldo, project and signings: https://youtube.com/watch?v=isjxoE0QE8k…","Olympique Marseille currently negotiations sign Cristiano Ronaldo. Pablo Longoria, disappointed rumours OM trying build completely different project. , project signings: https://youtube.com/watch?v=isjxoE0QE8k…",-0.25,0.5833333333333334,negative
48,Marseille president 'angry' at Cristiano Ronaldo rumours #mufc https://manchestereveningnews.co.uk/sport/football/transfer-news/man-united-transfer-news-live-24846120…,Marseille president 'angry' Cristiano Ronaldo rumours ://manchestereveningnews.co.uk/sport/football/transfer-news/man-united-transfer-news-live-24846120…,-0.5,1.0,negative
49,"Get out Glazers, #GlazersOut #GlazersOut #GlazersOut #GlazersOut #GlazersOut #GlazersOut #GlazersOut #GlazersOut #GlazersOut #GlazersOut #GlazersOut #GlazersOut #GlazersOut #GlazersOut #GlazersOut #GlazersOut #GlazersOut #GlazersOut #GlazersOut 
@Cristiano
 I understand","Get Glazers,",0.0,0.0,neutral
50,Cristiano Ronaldo is one Complete Player ,Cristiano Ronaldo one Complete Player,0.1,0.4,positive
51,"Karim Benzema is the 2nd French player to win the UEFA Men's Player of the Year Award after Franck Ribéry in 2013.

5th time a Real Madrid player wins the award (Cristiano Ronaldo in 2014, 2016-17, Luka Modric in 2018)","Karim Benzema 2nd French player win UEFA Men's Player Year Award Franck Ribéry 2013. 5th time Real Madrid player wins award (Cristiano Ronaldo 2014, 2016-17, Luka Modric 2018)",0.26,0.18000000000000002,positive
52,"Cristiano Ronaldo to Sporting isn’t nearly done and it is not a possiblity that he will join the club this month. [
@JonathanShrager
] #MUFC",Cristiano Ronaldo Sporting isn’t nearly done possiblity join club month. [ ],0.1,0.4,positive
53,Easy question ,Easy question,0.43333333333333335,0.8333333333333334,positive
54,"Why was Ronaldo particularly targeted with fake news by the media this window? So coordinated, so sinister.","Why Ronaldo particularly targeted fake news media window? So coordinated, sinister.",-0.2777777777777778,0.7777777777777777,negative
55,Ross Wilson leaving Old Trafford after inquiring about Ronaldo on loan,Ross Wilson leaving Old Trafford inquiring Ronaldo loan,0.1,0.2,positive
56,Messi dunking on Ronaldo in a clasico twice a season again? Sounds amazing to me,Messi dunking Ronaldo clasico twice season again? Sounds amazing,0.6000000000000001,0.9,positive
57,"Cristiano Ronaldo celebrates at Old Trafford with the Premier League trophy, 2007.","Cristiano Ronaldo celebrates Old Trafford Premier League trophy, 2007.",0.1,0.2,positive
58,"No matter what happens with Cristiano Ronaldo we gotta love his return & he saved us from an even more embarrassing finish last season, we came back and still shown he can score goals in the hardest league. 

I’ll always respect the goat 

Credit: 
@Osamapro_7
 

#GlazersOut ","No matter happens Cristiano Ronaldo gotta love return & saved us even embarrassing finish last season, came back still shown score goals hardest league. I’ll always respect goat Credit: _7",0.16666666666666666,0.2222222222222222,positive
59,Stormzy has got Ronaldo's back ,Stormzy got Ronaldo's back,0.0,0.0,neutral
60,"This World Cup has many LEGENDS playing their last one 

. Messi 
. Ronaldo 
. Modric 
. Neuer 
. T. Muller 
. Lewa 
. Neymar 
. T. Silva 
. Benzema 
. Bale 
. KDB 
. Suarez ",This World Cup many LEGENDS playing last one . Messi . Ronaldo . Modric . Neuer . T. Muller . Lewa . Neymar . T. Silva . Benzema . Bale . KDB . Suarez,0.25,0.2833333333333333,positive
61," Cristiano Ronaldo to Sporting isn't nearly done, and  it is not a possiblity that Cristiano will join the club this month #mujournal

[
@JonathanShrager
]","Cristiano Ronaldo Sporting nearly done, possiblity Cristiano join club month [ ]",0.1,0.4,positive
62,Ronaldo's debut vs Newcastle,Ronaldo's debut vs Newcastle,0.0,0.0,neutral
63," BREAKING  : Cristiano Ronaldo is reportedly on the verge of signing for Sporting Lisbon. The deal is 99% done.

 The club will begin presentation preparations tomorrow.

(Source: 
@caughtoffside
) 

#CR7𓃵 #ronaldo #RealMadrid #MUFC",BREAKING : Cristiano Ronaldo reportedly verge signing Sporting Lisbon. The deal 99% done. The club begin presentation preparations tomorrow. (Source: ) 𓃵,0.5,1.0,positive
64," Lionel Messi is the 3rd top scorer of all-time in the history of competitive football;

 Cristiano Ronaldo-815* goals
 Josef Bican-805 goals
 Lionel Messi-773* goals

#Messi𓃵|#ChampionsLeague|#UCLdraw",Lionel Messi 3rd top scorer all-time history competitive football; Cristiano Ronaldo-815* goals Josef Bican-805 goals Lionel Messi-773* goals 𓃵||,0.25,0.25,positive
65,The way Ronaldo bounced back from all kind of adversities throughout his career is't talked about enough ,The way Ronaldo bounced back kind adversities throughout career is't talked enough,0.19999999999999998,0.4666666666666666,positive
66," MESSI STATS 

 Juventus
 7 games
 3 goals",MESSI STATS Juventus 7 games 3 goals,0.0,0.0,neutral
67,"Sporting are now the odds on favourite to sign Cristiano Ronaldo.

(Sky Bet)",Sporting odds favourite sign Cristiano Ronaldo. (Sky Bet),0.0,0.0,neutral
68,"- Barcelona fans tweeting comps of Ronaldo playmaking
- Madrid fans tweeting comps of Messi playmaking.",- Barcelona fans tweeting comps Ronaldo playmaking - Madrid fans tweeting comps Messi playmaking.,0.0,0.0,neutral
69,A last roll of the dice in Ligue 1 could well be on for Cristiano #MUFC,A last roll dice Ligue 1 could well Cristiano,0.0,0.06666666666666667,neutral
70,Get someone who looks at you the way Ronaldo looks at Martial ,Get someone looks way Ronaldo looks Martial,0.0,0.0,neutral
71,Benzema without Ronaldo.  The main man behind Ronaldo’s success at Real Madrid. ,Benzema without Ronaldo. The main man behind Ronaldo’s success Real Madrid.,0.06666666666666665,0.3333333333333333,positive
72,Karim Benzema winning European Player of the year award breaking Ronaldo’s record from 2016/17 is not normal feat. No matter how much you gas up Lewandowski or Suarez they’d never have a season like this in their life. Ballon D’Or next!,Karim Benzema winning European Player year award breaking Ronaldo’s record 2016/17 normal feat. No matter much gas Lewandowski Suarez they’d never season like life. Ballon D’Or next!,0.17,0.31999999999999995,positive
73,Cristiano Ronaldo holds the record for most goals in a Champions League group stage (11).,Cristiano Ronaldo holds record goals Champions League group stage (11).,0.0,0.0,neutral
74,Cristiano Ronaldo has won UEFA Men's Player of the Year award more times than anyone else ,Cristiano Ronaldo UEFA Men's Player Year award times anyone else,0.0,0.0,neutral
75,Cristiano Ronaldo leaving Juventus was a bigger mistake than leaving Real Madrid,Cristiano Ronaldo leaving Juventus bigger mistake leaving Real Madrid,0.1,0.4,positive
76,"Cristiano Ronaldo to Sporting Lisbon isn't nearly done and is not a possibility this month. 

(
@JonathanShrager
)",Cristiano Ronaldo Sporting Lisbon nearly done possibility month. ( ),0.1,0.4,positive
77,"—Benzema can’t be forgiven. 

—Ronaldo being reduced to a goalscorer by Gen Z is a crime.",—Benzema can’t forgiven. —Ronaldo reduced goalscorer Gen Z crime.,0.0,0.0,neutral
78,Ross Wilson waking up and realising he’s bid for Cristiano Ronaldo,Ross Wilson waking realising he’s bid Cristiano Ronaldo,0.0,0.0,neutral
79,Sofascore ratings are something else #MUFC #ronaldo𓃵,Sofascore ratings something else 𓃵,0.0,0.0,neutral
80,Cristiano Ronaldo look so happy with winners around him ,Cristiano Ronaldo look happy winners around,0.8,1.0,positive
81,Ronaldo will be watching this draws carefully so he can decide his next club to beg to sign for,Ronaldo watching draws carefully decide next club beg sign,-0.05,0.5,negative
82,"When Cristiano Ronaldo met top Real Madrid legends in 2013. He said ""I want to Real Madrid's top scorer one day"".

Not only did he fulfill his promise, He became a legend himself. ","When Cristiano Ronaldo met top Real Madrid legends 2013. He said ""I want Real Madrid's top scorer one day"". Not fulfill promise, He became legend himself.",0.35,0.4,positive
83,Cristiano Ronaldo singing to the Champions League anthem.,Cristiano Ronaldo singing Champions League anthem.,0.0,0.0,neutral
84,"No even out Amsterdam yet and ronaldo to rangers on my time line, fuck was in they cakes last night ","No even Amsterdam yet ronaldo rangers time line, fuck cakes last night",-0.2,0.3333333333333333,negative
85,"Ronaldo , casemiro , varane, Sancho, incoming Antony , Bruno , martial , Rashford ,Eriksen .. bro we don’t deserve to play Europa League chale.these players ain’t Europa league material","Ronaldo , casemiro , varane, Sancho, incoming Antony , Bruno , martial , Rashford ,Eriksen .. bro don’t deserve play Europa League chale.these players ain’t Europa league material",0.0,0.0,neutral
86,Cristiano Ronaldo posts curiously-timed message moments after Champions League draw #MUFC,Cristiano Ronaldo posts curiously-timed message moments Champions League draw,0.0,0.0,neutral
87,"Best striker you've met in your life?

Kroos: Definitely Cristiano Ronaldo.",Best striker met life? Kroos: Definitely Cristiano Ronaldo.,0.5,0.4,positive
88,Welcome to Marseille,Welcome Marseille,0.8,0.9,positive
89,It’s like man united is not the one playing hardcore to sell Ronaldo but no champions league team Dey wan buy Ogyam oo… eii .. marseille too zero Humilidad,It’s like man united one playing hardcore sell Ronaldo champions league team Dey wan buy Ogyam oo… eii .. marseille zero Humilidad,-0.2,0.15000000000000002,negative
